Tanggal,Username,Komentar,Polarity
2023-02-04T08:09:49Z,Nurhasan Asnawi,ikn dijonggol aja nggak usah jauh-jauh ikn dibangun dgn utang bikin bangkrut bangsa dan negara,Negatif
2023-02-04T07:42:55Z,Wahyu Wahyu0278,"Ayo Kalimantan dukung program ini,,,",Positif
2023-02-04T07:02:09Z,dhe irawan,Mudah2an gak mangkrak kayak Hambalang,Positif
2023-02-04T07:00:00Z,SAA OFFICIAL,Indonesia hutangnya akan semakin bertambah dengan  adanya IKN...,Negatif
2023-02-04T06:53:36Z,Dar Woto,Selamat pbb naik terus..rakyat menjerit,Negatif
2023-02-04T05:34:54Z,CHILMEK,Gw sih sebagai warga WIB merasa senang mereka semua pindah dari sini. Semoga orang-orang disana kuat menghadapi mereka 😀 . Kami sebagai rakyat yg sering di gusur merasa senang juga,Positif
2023-02-04T04:29:22Z,Mr. Langsewi,Kami buka warung kopi dan gorengan apa bisa di bantu Pak untuk tempat nya😊,Netral
2023-02-04T03:36:05Z,TONDANO11,PR buat presiden berikut RI,Netral
2023-02-04T02:39:16Z,Laksmana Perang99,ikn indonesia akn mnjd ibukota luar biasa sekelas eropa dlm tempoh 20thn kedpn nya.... setelah selesai 100% nya..... keputusan jokowi itu tepat utk memindahkan ikn ke luar pulau jawa.... dn jakarta....dn jakarta akn terus dikekalkan sebgi wilayah keuangan indonesia...,Positif
2023-02-04T01:47:21Z,Pandawa_57,Miris dari yg hijau menjadi tandus,Negatif
2023-02-26T11:15:21Z,Risman Somary,Betul,Netral
2023-02-04T01:05:07Z,Adrian Billy,"Hambalang gimane Hambalang, ngga di bangun lagi tuh........",Negatif
2023-02-03T22:59:59Z,Muhamad Badar,"Bangkrut bangkrut ni negara kalau begini caranya,wis angel angel",Negatif
2023-02-07T02:04:19Z,reinhard,"Drun drun nyinyir doang bisanya, gabisa diajak maju, kaum&quot",Negatif
2023-02-03T17:45:36Z,alif jum'4t,Apa&quot,Netral
2023-02-03T17:45:02Z,alif jum'4t,Nambah utang ntar presiden yg baru yg ngurus,Negatif
2023-02-03T15:40:38Z,david david,Ridwan kamil kenapa gak masuk sebagai team architect yah..?,Netral
2023-02-03T15:36:58Z,david david,"good job guys,,, keep it up.",Positif
2023-02-03T15:15:30Z,Dodot Bahari,"Alhamdulillah, ayoo.. ASN pada pindah ke IKN 👍",Positif
2023-02-03T08:56:05Z,Martilus Lampe,tugas besar para ahli🥰,Netral
2023-02-03T08:19:28Z,Friska Ramadhani,Sukses dan lancar barokah untuk progres pembangunan di IKN.. terima kasih dan semangat selalu untuk photo dan video grapher nya🤗 keren banget😊,Positif
2023-02-03T07:52:36Z,rudy tanggo,"Ganti presiden gak dilanjutkan trus jadi proyek mangkrak, hal yg aneh sbnernya knpa pemerintah ku kuh membuat IKN pada saat akhir masa jabatan pak Jo..? <br>Apakah akan menjadi proyek balik modal..? <br>Secara anggaran sudah keluar, misal gak dilanjutin pemerintah selanjutnya sudah untung..? Apakah demikian..?<br> Semoga saya salah",Negatif
2023-02-03T06:43:02Z,Apriyanti Anti,😁😁🤦🤦<br>Mimpi besar 2024 ultah di IKN kayaknya hanya mimpi buruk masyarakat atas hutang yg membludak.,Negatif
2023-02-03T06:41:11Z,Nuryanti Hadiwijoyo,Cmn viva penontonnya suruh jdi pembaca,Netral
2023-02-03T05:01:25Z,Exca Bayu Chanel,"ada yang inget pas konoha abis di invasi PEIN, mereka melakukan pembangunan besar2an seperti di IKN ini, kalo ditambah patung wajah Presiden indonesia di tebing  makin manten tuhh",Netral
2023-02-03T04:55:33Z,ardi aming,pekerjaan yg dipaksakan,Negatif
2023-02-03T03:47:21Z,Aida Rohmah,Terus jakarta jadi apa,Negatif
2023-02-05T10:32:49Z,Nuraini,Kota bawah air,Netral
2023-02-03T07:36:14Z,pipouGemez,Kampung,Netral
2023-02-03T02:34:44Z,Wi Dadi,Semangat para pekerja,Positif
2023-02-03T02:04:12Z,budi santoso,Ngutang lagi.. Ngutang lagi.. Anak cucu dan cicit kita yg akan menanggung.. Hufft,Negatif
2023-02-03T01:59:42Z,imbong donlego,"baguslah kalo pindah kesana,, biar di jakarta berkurang kemaksiatannya",Positif
2023-02-03T01:58:04Z,imbong donlego,sangat menyedihkan setelah selesai pembangunan IKN istana negaranya yg menghuni pak anis hahahahhahaaha,Negatif
2023-02-02T23:01:53Z,Master Aprianto,palingan mangkrak investor aja gak ada,Negatif
2023-02-07T02:04:52Z,reinhard,Lu baru keluar goa apa gimana drun,Negatif
2023-02-02T14:14:36Z,Gaming96 Seru,semoga nggak ngutang lagi,Positif
2023-02-02T13:13:39Z,Abyaz Papapapa,Keluhan pekerja rata rata gaji telat. &amp,Negatif
2023-02-02T12:44:06Z,jusuf ppkn61,IKN NUSANTARA adalah solusi cerdas dari bapak presiden Jokowi untuk masalah banjir dan macet di Jakarta 👍👍👍🇮🇩🇮🇩🇮🇩,Positif
2023-02-02T12:42:45Z,Dewi Refa Istiqomi,Mangkanya semua bahan2 pokok naik semua,Negatif
2023-02-02T12:35:30Z,jusuf ppkn61,Semoga pembangunan IKN NUSANTARA berjalan dengan lancar dan sukses 🙏 Amin YRA 🇮🇩🇮🇩🇮🇩,Positif
2023-02-02T12:22:33Z,Maryanto ubaid,China memang hebat dalam hal membangun negara lain,Negatif
2023-02-07T02:05:53Z,reinhard,"Emang hebat, trus apa hebatnya kadrun pemalas kayak anda?, Hebat nyinyir nya?.",Negatif
2023-02-02T12:20:58Z,Fatmawati,Si mardigu mewek lihat video ini....cuman bisa bacot teori....prakteknya nol lo mardigu,Negatif
2023-02-02T12:03:43Z,Muhammad Rachmandani,Ini adalah sejarah kehancuran indonesia,Negatif
2023-02-02T10:46:20Z,pisgi 28,Semoga lancar 🙏 dan semoga saya panjang umur sehat biar bisa menyaksikan IKN rampung 🙏🔥🇮🇩🇮🇩🇮🇩🇮🇩,Positif
2023-02-02T10:18:07Z,Awang Prasetyo,"Paru paru dunia mulai terkikis ,",Negatif
2023-02-02T09:55:52Z,Ardi Iriansyah,"Orang jakarta rata rata bilang ngapain buang2 uang bvngun ikn, orang luar jakarta rata2 bilang gitu dong jangan  cuma jawa melulu yg d bangun 🤣",Netral
2023-02-02T08:05:47Z,Guru Jeje,IKN kota Dunia milik kita semua - resume progres pembangunan ibukota nagara,Netral
2023-02-02T06:56:10Z,THE SPEAKERS REVIEW,"Indon ngutang kok bangga, 🤡🤡🤣😂🤣😂🤣,<br>Hasil utang lo nanti milik china",Negatif
2023-02-02T06:55:34Z,THE SPEAKERS REVIEW,Sampah,Negatif
2023-02-02T04:58:52Z,Raka Darmawan,Sayang hutan kalimantan harus jadi korban,Negatif
2023-02-02T07:29:51Z,Ternak dana ke 1,"Hutan di wilayah IKN tuh BUKAN HUTAN LIAR, tertapi itu hutan produksi setiap 5 tahun sekali ditebang &amp",Netral
2023-02-02T04:50:40Z,daffa dan daffin,Semoga tanah kelahiran saya yg ada dijogja bisa di dengar oleh bpk presiden...karena blm ada titik terang bab pembayaran tol masih dibawah harga normal....,Netral
2023-02-02T04:44:10Z,Okan barmansyach,elok di tunda mungkin lagi Pak<br>prioritaskan kesehatan dan pendidikan anak bangsa di tiap provinsi dari pada membuat Negeri baru,Netral
2023-02-01T20:53:31Z,Leo mars Mars,bagus dah jakarta ntar gak macet.,Netral
2023-02-01T18:48:26Z,Sakurai J.N,Majulah Indonesia🇮🇩<br>Amin.,Positif
2023-02-01T15:44:10Z,Vivo Y12,"Lalu datang lh para imigran dari luar Kalimantan untuk bekerja di ikan, kemudian menetap di Kalimantan selamanya. (Banyak contoh yg kita pelajari)<br>Dari situ lh awal mula tersingkirnya pemuda daerah dari tempat tinggal nya sendiri, bahkan sulit untuk mencari kerja &quot jika pimpinan proyek IKN adalah orang luar Kalimantan, maka dari situ mereka memainkan kartu nya, dimana para keluarga, kerabat, anak, cucu, cicit dan sahabat di utamakan, &quot walaupun tidak berpendidikan tinggi&quot (mengingat lapangan kerja untuk belasan ribu orang).<br>Begitu juga dengan pengawas, dan bawahan nya,,, dari sini saya ingatkan kepada pemerintah, Tolong utamakan orang pribumi, putra putri daerah, tak perlu kerja kantor yg penting ada pekerjaan, tak perlu jadi arsitek, jadi pengawas lapangan pun jadi, jika tak di suruh jadi pengawas,  supir dump truk pun jadi, jika kalian bilang &quot tak boleh jadi supir, jadi kuli bangunan pun udah bersyukur bagi putra putri daerah yg tak berpendidikan.<br>Saya berkomentar mumpung proyek IKN belum rampung.<br>Jangan sampai di pertengahan pembangunan proyek nya macet seperti meikarta, meikarta macet karena korupsi dan kasus lahan,,,<br>Jangan sampai Nusantara hancur gara² orang Dayak yg tidak kalian hargai di daerah kami sendiri.<br>Salam santun, salam budaya.<br>IKN. NUSANTARA.""",Positif
2023-02-01T14:53:20Z,Kapten Viral TV,"Siapa pun presiden berikutnya harap dilanjutkan,jgn sampai jadi kota mati",Positif
2023-02-01T14:51:56Z,Andika Pratama,Semoga di sana tidak ada pejabat korup yg mudah disuap oleh pengusaha2 besar untuk kepentingan pembangunan di luar perencanaan tata kota karna sudah menjadi rahasia umum di indonesia kalau ada uang urusan bisa lancar. Cukup jakarta sj yg semrawut dan banyak bangunan liar. IKN adalah kebanggan dan harus benar2 tegas dengan aturan karena alam yg indah dan asri telah dikorbankan demi ibu kota negara yg lebih baik. 🙏,Positif
2023-02-01T14:50:58Z,Kapten Viral TV,"Ikut senang dgn IKN,meski jujur lebih suka tetap hijau sprti sebelumnya mengingat semakin panasnya bumi saat ini, memiliki hutan jauh lebih baik",Positif
2023-02-01T13:43:49Z,rizon,"Selamat menjadi calon pemimpin indonesia buat saudara² kalimantan,semoga di tangan² kalian negara ini bisa makmur dan bisa lebih cerdas,salam hangat dari kami sumatera selatan.",Positif
2023-02-01T13:42:29Z,12. Muhammad Arthasena Widyananda,Saatnya era metode contract DB pada IKN Kalimantan,Netral
2023-02-01T13:06:58Z,Yeri Libing,Mesjit aja yg di buat agama lain ga di buat kalau mau bikin smua agama,Negatif
2023-02-01T11:51:26Z,Slamet Pujiono,Saya berharap dengan adanya ikn pulau kali mantan khusnya dan indonesia timur umumnya bisa lebih ramai maju dan makmur mengejar keter tinggalanya dari pulau jawa dan sumatra kemakmuran bisa merata dari sabang sampai merauke dari miangas sampe pulau rote kalau ada yg tidak setuju di bangumya ikn di kalimantan biarkam saja ga usah di pikir masih bamyak yg suka dari pada yg tidak,Positif
2023-02-01T10:20:25Z,Mbah Samin,"apes betul walhi, mau teriak deforestasi, eee itu hutan tanaman produksi..🤣",Negatif
2023-02-01T10:15:11Z,Mbah Samin,harusnya waduk ditanami pohon pengikat air. misal beringin,Netral
2023-02-01T10:07:58Z,Ronald Ch,Cuman mesjid doang? Emangnya Indonesia cuman mayoritas??,Negatif
2023-02-01T06:53:05Z,Mbx Rul,Semoga lancar dan tanpa hambatan apapun...,Positif
2023-02-01T06:24:31Z,Mas Tres,SEPERTINYA tanahnya Mudah longsor   ... 😌,Negatif
2023-02-01T06:22:45Z,Mas Tres,semoga  Hutan KAMI tidak Habis jadi korban pembangunan...,Positif
2023-02-01T05:45:58Z,Nur Suyuti,Opo maneh Iki urusane mung ikan....to.....ora mikir rakyate uripw terlantar.....pancen pejabat sak Iki do sak udelw Dewe....lagi jaman korupsi gede-gedean.....di jaman rezim Iki....,Netral
2023-02-01T05:11:58Z,Heru Bhelu,Coba di percepat kan bangunan proyeknya ikn,Positif
2023-02-26T11:19:42Z,Risman Somary,Lu aja ke sana,Netral
2023-02-01T02:53:54Z,Ferdi,Aku ingin skli mau krj di ikn ini,Netral
2023-02-01T02:49:35Z,Sr Marsela,s Terimakasih bapak bapak yang sedang berjuang membangun IKN ini kami hanya bisa mendoakan.enang sekali melihat progres proyek IKN ini. Maju terus dan semoga semua sehat dan sukacita dalam membangun peradapan ini. duh pingin rasanya saya ikut pindah di Penajam Paser Utara hehehehehe.,Positif
2023-02-01T01:56:27Z,D&M,jahat di larang bangun gereja,Negatif
2023-02-01T01:53:05Z,Ezekiel Sianipar,Mirip barak barak jauh dari kemewahan. Kapok asn pusat,Negatif
2023-02-01T00:50:09Z,A Gani,"Pernah denger dan liat kartun ipin upin, neosantara.😆",Netral
2023-02-01T00:27:59Z,Kankece,Salam dari Warga Sampit Kotawaringin Timur hadir Pak ARB 2024 ❤️🇮🇩❤️ semua akan MANIES pada waktunya ❤️🇮🇩,Netral
2023-02-01T00:20:53Z,Pang Suparti,UNTUK ISTANA PRESIDEN SEBAIKNYA DISIAPKAN BUNKER DAN JALUR EVAKUASI DARURAT KE PEDALAMAN KALIMANTAN ANTISIPASI KALO INDONESIA DISERANG MILITER ASING YANG INGIN MENJAJAH INDONESIA KEMBALI.,Netral
2023-01-31T23:19:37Z,Willem Wolff,Mantap🎉,Positif
2023-01-31T23:19:01Z,Willem Wolff,Mantap🎉,Positif
2023-01-31T18:10:43Z,Arman Adhirangga,Saya sebagai orang jawa tengah sangat mendukung pembangunan IKN ini untuk pemerataan kesejahteraan seluruh Indonesia...,Positif
2023-01-31T18:09:19Z,Xtry Infinite Garden,Kaltim kawasan bukit,Netral
2023-01-31T17:30:35Z,Agas Amirigo,Jangan hanya mesjid bangun juga tempat ibadah dari 5 agama lain yang diakui negara. Ikn harus jadi ikon persatuan dari perbedaan keyakinan sejak dari bangunan dasarnya.,Positif
2023-01-31T16:50:11Z,Achmad Fajri,Kayu hutan dr hutan yg di babat utk ikn kemana ya?!,Netral
2023-01-31T16:08:06Z,Farhan Khodijah,ora gumun...bah..bah...,Netral
2023-01-31T15:55:11Z,FraNknG,Megawati menjual Indosat<br>Pak SBY meninggalkan proyek Hambalang<br>Jangan sampai preyek IKN ini gagal <br>Gua merasa udah keberatan tiap bulan gaji gua di potong demi ibukota baru,Negatif
2023-01-31T15:17:43Z,Su Harisnan,Bersama kita bisa bersatu kita mampu membangun negara kesatuan republik Indonesia yang maju dan berkembang menjadi negara yang kuat dan besar...,Positif
2023-01-31T15:01:05Z,c123n,Mudular sangat cepat,Netral
2023-01-31T15:00:38Z,Ahmad Faisol,Abis dah hutan🌲🌲🌲🌲,Negatif
2023-01-31T14:48:37Z,Dokter IT Bird Farm Official,semoga lancar,Positif
2023-01-31T14:39:45Z,Hend Sir,Bagus nih buat ibukota provinsi,Positif
2023-01-31T14:19:23Z,Kang Jujur,"Sayang nya jalur kereta belum kelar2,,,",Negatif
2023-01-31T14:19:10Z,T-800,Akan lebih Hebat jika semua pekerja melibatkan Orang Indonesia Asli dan mengutamakan Penduduk Lokal.<br>Jika Suatu Keputusan Bersama Lanjutkan.<br>Namun jangan lupakan Pekerja Asli Indonesia.<br>🙏,Netral
2023-01-31T14:01:38Z,Indra Muhamad,Mantap.semoga lancar,Positif
2023-01-31T13:55:38Z,bangun,"Awas mangkrak,duit habis ga jadi,seperti mega proyek yg sudah2,,btw kita lihat saja ending nya seperti apa,syukur kalo selesai dan bisa cepat di gunakan. klo tidak hilang sudah uang rakyat",Negatif
2023-01-31T13:44:33Z,Ra enek gadis rondo ra po2🤭,Ikan jadi utang negara menumpuk,Negatif
2023-01-31T13:34:17Z,Karunia mega,Insyaallah klo nanti Anis yg mempipin RI 1<br>IKN akan smakin cepat progres pembangunan nya<br>Tidak ada cerita proyek terbengkalai,Netral
2023-01-31T13:14:13Z,TIKTOD STORY,info loker pembangunan di ikn bang?,Netral
2023-01-31T13:10:58Z,Arif Fuji Hariyanto,"Ini adalah sejarah baru bagi bangsa kita, ayo mari kita doakan bersama sama 🤲",Positif
2023-01-31T12:58:57Z,solihin faiz,dah habis berapa dananya. ayo dong terangin ke publik,Positif
2023-01-31T12:49:43Z,Ardy babel,Indonesia kita memang joss,Positif
2023-01-31T12:32:48Z,Ian Huda,"Semoga lancar bangun IKN ,mari kita dukung..<br>Ternyata setelah saya lihat, lebih banyak pohon yg dtebang d monas dr pd d IKN""",Positif
2023-01-31T13:04:31Z,Anto Satria,Mantab👍,Positif
2023-01-31T13:01:35Z,Deden Kurniawan,"Atur lah ya pak, tolong jangan sampe ada kebocoran &#39",Positif
2023-01-31T12:12:35Z,aries gumilang,YO GASKEUN SIAP IKN UNTUK PRESIDEN ANIES 😂. YANG NGEBET PAKDHE YANG PAKAI PRESIDEN ANIES 😂,Negatif
2023-01-31T12:03:45Z,Masnazril Arvino,Kalau saya sih setuju aja asalkan yang bekerja anak bangsa sendiri,Positif
2023-01-31T11:51:54Z,Channel ASCUSTIK,Mudah mudahan lancar pembangunan nya dan cepat selesai,Positif
2023-01-31T11:35:56Z,lampetdotcom,"sebuah perjudian, harusnya ini dimulai saat Jokowi memimpin saat periode pertama, jadi sebelum 2024, ibukota dah pindah. Kalau ini nanti ga dilanjutin pemerintahan berikutnya, akan jadi candi IKN yang baru...mangkrak",Negatif
2023-01-31T11:35:30Z,Dwi riki ahadi maulana 882,"Hijauunya, pohon pohon disana, tapi lambat laun mereka bakalan hilang dan berganti dengan tumbuhan beton,",Negatif
2023-01-31T11:28:03Z,Firja Iman,Nice perusakan alam semakin luas mantap cepet kiamat,Negatif
2023-01-31T11:19:17Z,Khadijah Marrie,Saya tdk setuju ...msh bnyak rakyat Indonesia yg butuh pelayanan kesehatan ..pendidikan yg LBH bermanfaat......,Negatif
2023-01-31T11:16:44Z,Nicholas Sahea,"Kog cuma mesjid, gereja dan tempat ibadah lain tidak dibangun kah pak?<br>Pekerja kan tidak semua agama nya islam, pasti ada agama2 lain yg dianut pekerja itu pak,,.",Negatif
2023-01-31T10:53:41Z,Andi Yadi,Pasti mangkarak di korupsi,Negatif
2023-01-31T10:49:18Z,Yosephien Simatauw,"sayang yah, 2 x dikatakan, lokasi mesjid, sedangkan gereja, vihara dan pura tdk ada..... kok bisa yah?",Negatif
2023-01-31T10:42:05Z,Qiu Qiu Channel,Semoga lancar dan cepat berkembang🥰,Positif
2023-01-31T10:21:28Z,Na_nank Bin Harris,"...semoga lancar pak....bravo ikn....<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>",Positif
2023-01-31T10:02:07Z,Back to Nature,Ambisi Jokowi untuk bisa melaksanakan Upacara Kenegaraan peringatan HUT Kemerdekaan RI ke 79 di tahun 2024 dilaksanakan di depan Istana Negara yg baru di IKN....bisa terwujud apa nggak ya ??,Netral
2023-01-31T10:01:44Z,Wawan Selow,Dimata gw yg terlihat dan terbayang cm HUTANG HUTANG dan HUTANG dan mau gak mau kita dan anak cucu kita nanti yg menanggungnya tp gpp masi banyak pulau dan kekayaan alam buat bayar nanti ha ha,Negatif
2023-01-31T09:59:30Z,Baitul Ulum,Mantap jiwa lah <br>     Terbaik dunia memang president seumur hidup 15tahun lagi pasti jd negara maju ekonomi nomor 4dunia lanjutkan pak jokowi Indonesia 🇮🇩 sangat besar perlu president bekerja keras komitmen yg tinggi terbaik rakyat takut kehilangang beliao<br>Kalau tidak boleh moga” pakganjar bisa kaya pak jokowi ❤,Positif
2023-01-31T09:55:49Z,pangeran antasari,"Terus membangun, PHK anak indonesia jangan lupa, tunjangan orang jangan di potong, harga BBM pertahankan naik yang membuat sembako gak karuan harganya, Utang luar negeri meroket, luar biasa",Negatif
2023-01-31T09:50:19Z,Radexx Adexxx,Semoga cepat pindah ibu kota biar ngk rusuhh kyx pulaw jawa,Positif
2023-01-31T09:48:48Z,baco maswaen,Semoga lancar semuanya sesuai rencana,Positif
2023-01-31T09:43:36Z,Eko Prime,Semoga itu tempat berkumpulnya wakil² rakyat dr barat sampai timur yg benar² berjuang untuk rakyat.<br>Bukan tempat berkumpulnya tikus² yg sll merugikan rakyat.,Positif
2023-02-26T11:22:03Z,Risman Somary,Engga mungkin,Negatif
2023-01-31T09:19:42Z,Dani Priatna,Kalau anies jadi presiden bisa mangkrak ini 🤭🤭,Negatif
2023-01-31T09:19:39Z,Elisabet Nawansih,mohon ijin.saya mau di pekerjakn buka toko atau kantin nya di IKN  pak saya mohon daptar ya pak!!,Netral
2023-01-31T09:15:24Z,Sri Nuryani,"Majulah Indonesia . Makmurlah Rakyat nya . Smg Para Pekerja ( Pbangunan ) IKN.di beri kemudahan . Kelancaran . Keselamatan , dan Sll dlm.Lindungan Allah SWT . Dg ada nya IKN . Semua peradaban , pendidikan , Kebudayaan akan lbh moncer krn bertaraf Internasional",Positif
2023-01-31T09:00:27Z,Ar Madan,Hanya disayangkan aja hutannya....,Negatif
2023-01-31T08:56:56Z,ADAM GONDRONK,Ngibuuuul,Negatif
2023-01-31T08:17:57Z,kepal,"Aku koq bermimpi ttg suatu tempat dgn gedung&quot  . Lalu dari ujung barat tiba&quot  Tanah seperti ambles pelan&quot Dan menjalar hingga ke tempat yg ku maksud di atas. Akhirnya semuanya terkubur ke dalam perut bumi. Aku tak tau tempatnya. Pastinya di tempat yg baru di bangun.""",Netral
2023-01-31T08:09:00Z,Beny Sarbani,BAPAK HAJI IR JOKO WIDODO MEMANG PRESIDEN TERBAIK,Positif
2023-01-31T08:05:08Z,SUMBANG Kan,Bukannya nggak setuju tapi kalo sampai mengorbankan Perekonomian Nasional 🤷‍♂️,Negatif
2023-01-31T08:01:36Z,Mas Kazran,"sekarang yg jadi pertanyaan, jika presidennya setelah pak Jokowi, apakah para pejabat2 MAU pindah ke Kalimantan,, apakah Presiden setelah Jokowi mau pindah kesitu, jika pembangunan blum selesai apakah mau melanjutkan pembangunan tersebut, supaya tidak sia-sia yg berujung Mangkrak.",Netral
2023-01-31T07:47:42Z,M Dany Fauzan,"<a href=""https://www.youtube.com/watch?v=Y6Y5Og33EFc&amp",Netral
2023-01-31T07:12:24Z,Ilyas Salam,Hanya Kadrun yg tak dukung IKN ......krn Kadrun ingin tetap sperti orde baru....Petamburan sentres?????,Netral
2023-01-31T07:11:27Z,Adareviewnya ID,SEMOGA BERMAFAAT UNTUK MASA DEPAN INDONESIA,Positif
2023-01-31T06:59:45Z,Budi Santoso,semoga dengan adanya IKN pembangunan dan kesejahteraan semakin merata sehingga tidak berfokus pada satu di titik di pulau Jawa saja.,Positif
2023-01-31T06:48:00Z,Lano Friesd,"habis Jokowi turun tahta, kira kira projek nya mandek endak ya ?",Netral
2023-01-31T06:46:52Z,Feri Bahtiar,"Jokoei mbok mikir rakyat yang nganggur malah mikir ikn aja   tka aja banyak jokowi apa buta , ijazah palsu dasar",Negatif
2023-02-26T13:27:49Z,Risman Somary,@Ungu Violet bacot,Negatif
2023-02-26T11:55:05Z,Ungu Violet,@Risman Somary 🤡,Netral
2023-02-26T11:22:37Z,Risman Somary,@Ungu Violet bacot,Negatif
2023-01-31T09:03:28Z,Ungu Violet,"lha itu kebuka 16ribu lapangan kerja. itu baru pekerja proyeknya. orang jualan makan, galon, tukang cukur, tukang jahit, jual jamu sampe tukang tambal ban semua di sana juga dapet rejeki. Tolong dong mas main nya yang agak jauh, mikirnya yang agak luas.",Netral
2023-01-31T06:21:09Z,Hari Yanto,The beast pak jokowi.... Sehat selalu pak,Positif
2023-01-31T05:52:22Z,Ruth,menggundulkan hutan demi pamrih🤣😂😅,Negatif
