,Unnamed: 0,Komentar,Polarity,casefolding,cleaned_text,normalized_text,tokenizing,stopword,stemming,text_preprocessed
20,23,"Pak menteri tolong sediakan lahan khusus buat pedagang kaki lima untuk membangun kios sembako, soalnya saya mau kesna dagang sembako...tolongya pak menteri...plis🙏🙏😁😁😁, oh iya klo sda ada tolong saya diberi tahu klo bisa orang pertama😁😆😆",Netral,"pak menteri tolong sediakan lahan khusus buat pedagang kaki lima untuk membangun kios sembako, soalnya saya mau kesna dagang sembako...tolongya pak menteri...plis🙏🙏😁😁😁, oh iya klo sda ada tolong saya diberi tahu klo bisa orang pertama😁😆😆",pak menteri tolong sediakan lahan khusus buat pedagang kaki lima untuk membangun kios sembako  soalnya saya mau kesna dagang sembako   tolongya pak menteri   plis  oh iya klo sda ada tolong saya diberi tahu klo bisa orang pertama,bapak menteri tolong sediakan lahan khusus buat pedagang kaki lima untuk membangun kios sembako soalnya saya mau kesna dagang sembako tolongya bapak menteri plis oh iya kalau sudah ada tolong saya diberi tahu kalau bisa orang pertama,"['bapak', 'menteri', 'tolong', 'sediakan', 'lahan', 'khusus', 'buat', 'pedagang', 'kaki', 'lima', 'untuk', 'membangun', 'kios', 'sembako', 'soalnya', 'saya', 'mau', 'kesna', 'dagang', 'sembako', 'tolongya', 'bapak', 'menteri', 'plis', 'oh', 'iya', 'kalau', 'sudah', 'ada', 'tolong', 'saya', 'diberi', 'tahu', 'kalau', 'bisa', 'orang', 'pertama']","['bapak', 'menteri', '', 'sediakan', 'lahan', 'khusus', 'buat', 'pedagang', 'kaki', 'lima', '', 'membangun', 'kios', 'sembako', 'soalnya', '', 'mau', 'kesna', 'dagang', 'sembako', 'tolongya', 'bapak', 'menteri', 'plis', '', 'iya', 'kalau', '', '', '', '', 'diberi', 'tahu', 'kalau', '', 'orang', 'pertama']","['bapak', 'menteri', '', 'sedia', 'lahan', 'khusus', 'buat', 'dagang', 'kaki', 'lima', '', 'bangun', 'kios', 'sembako', 'soal', '', 'mau', 'kesna', 'dagang', 'sembako', 'tolongya', 'bapak', 'menteri', 'plis', '', 'iya', 'kalau', '', '', '', '', 'beri', 'tahu', 'kalau', '', 'orang', 'pertama']","['bapak', 'menteri', 'sedia', 'lahan', 'khusus', 'buat', 'dagang', 'kaki', 'lima', 'bangun', 'kios', 'sembako', 'soal', 'mau', 'kesna', 'dagang', 'sembako', 'tolongya', 'bapak', 'menteri', 'plis', 'iya', 'kalau', 'beri', 'tahu', 'kalau', 'orang', 'pertama']"
21,24,Hutan2 LG digundulin dong,Negatif,hutan2 lg digundulin dong,hutan  lg digundulin dong,hutan lagi digundulin dong,"['hutan', 'lagi', 'digundulin', 'dong']","['hutan', '', 'digundulin', 'dong']","['hutan', '', 'digundulin', 'dong']","['hutan', 'digundulin', 'dong']"
22,25,Semoga lancar untuk pekerja kontruksi tetap hati-hati smga berkah.,Positif,semoga lancar untuk pekerja kontruksi tetap hati-hati smga berkah.,semoga lancar untuk pekerja kontruksi tetap hatihati smga berkah,semoga lancar untuk pekerja kontruksi tetap hatihati semoga berkah,"['semoga', 'lancar', 'untuk', 'pekerja', 'kontruksi', 'tetap', 'hatihati', 'semoga', 'berkah']","['semoga', 'lancar', '', 'pekerja', 'kontruksi', 'tetap', 'hatihati', 'semoga', 'berkah']","['moga', 'lancar', '', 'kerja', 'kontruksi', 'tetap', 'hatihati', 'moga', 'berkah']","['moga', 'lancar', 'kerja', 'kontruksi', 'tetap', 'hatihati', 'moga', 'berkah']"
23,26,Semangat selalu,Positif,semangat selalu,semangat selalu,semangat selalu,"['semangat', 'selalu']","['semangat', 'selalu']","['semangat', 'selalu']","['semangat', 'selalu']"
24,27,"Pakai semua sumberdaya yang ada buat bangun IKN pakdhe... Gelontorkan APBN , cari pinjaman ke china dan timur tengah. Gak usah malu-malu.. Buat narik investor, kasih mereka karpet merah bebas pajak, klo perlu jadikan IKN itu tax haven... Pokoknya prioritas utama sebelum lengser itu IKN.. Jadikanlah IKN Nusantara legacy pakdhe yang bakal terus diingat masyarakat.",Negatif,"pakai semua sumberdaya yang ada buat bangun ikn pakdhe... gelontorkan apbn , cari pinjaman ke china dan timur tengah. gak usah malu-malu.. buat narik investor, kasih mereka karpet merah bebas pajak, klo perlu jadikan ikn itu tax haven... pokoknya prioritas utama sebelum lengser itu ikn.. jadikanlah ikn nusantara legacy pakdhe yang bakal terus diingat masyarakat.",pakai semua sumberdaya yang ada buat bangun ikn pakdhe    gelontorkan apbn   cari pinjaman ke china dan timur tengah  gak usah malumalu   buat narik investor  kasih mereka karpet merah bebas pajak  klo perlu jadikan ikn itu tax haven    pokoknya prioritas utama sebelum lengser itu ikn   jadikanlah ikn nusantara legacy pakdhe yang bakal terus diingat masyarakat,pakai semua sumberdaya yang ada buat bangun ikn pakdhe gelontorkan apbn cari pinjaman ke china dan timur tengah tidak usah malumalu buat narik investor kasih mereka karpet merah bebas pajak kalau perlu jadikan ikn itu tax haven pokoknya prioritas utama sebelum lengser itu ikn jadikanlah ikn nusantara legacy pakdhe yang akan terus diingat masyarakat,"['pakai', 'semua', 'sumberdaya', 'yang', 'ada', 'buat', 'bangun', 'ikn', 'pakdhe', 'gelontorkan', 'apbn', 'cari', 'pinjaman', 'ke', 'china', 'dan', 'timur', 'tengah', 'tidak', 'usah', 'malumalu', 'buat', 'narik', 'investor', 'kasih', 'mereka', 'karpet', 'merah', 'bebas', 'pajak', 'kalau', 'perlu', 'jadikan', 'ikn', 'itu', 'tax', 'haven', 'pokoknya', 'prioritas', 'utama', 'sebelum', 'lengser', 'itu', 'ikn', 'jadikanlah', 'ikn', 'nusantara', 'legacy', 'pakdhe', 'yang', 'akan', 'terus', 'diingat', 'masyarakat']","['pakai', 'semua', 'sumberdaya', '', '', 'buat', 'bangun', 'ikn', 'pakdhe', 'gelontorkan', 'apbn', 'cari', 'pinjaman', '', 'china', '', 'timur', 'tengah', '', 'usah', 'malumalu', 'buat', 'narik', 'investor', 'kasih', '', 'karpet', 'merah', 'bebas', 'pajak', 'kalau', 'perlu', 'jadikan', 'ikn', '', 'tax', 'haven', 'pokoknya', 'prioritas', 'utama', '', 'lengser', '', 'ikn', 'jadikanlah', 'ikn', 'nusantara', 'legacy', 'pakdhe', '', '', 'terus', 'diingat', 'masyarakat']","['pakai', 'semua', 'sumberdaya', '', '', 'buat', 'bangun', 'ikn', 'pakdhe', 'gelontor', 'apbn', 'cari', 'pinjam', '', 'china', '', 'timur', 'tengah', '', 'usah', 'malumalu', 'buat', 'narik', 'investor', 'kasih', '', 'karpet', 'merah', 'bebas', 'pajak', 'kalau', 'perlu', 'jadi', 'ikn', '', 'tax', 'haven', 'pokok', 'prioritas', 'utama', '', 'lengser', '', 'ikn', 'jadi', 'ikn', 'nusantara', 'legacy', 'pakdhe', '', '', 'terus', 'ingat', 'masyarakat']","['pakai', 'semua', 'sumberdaya', 'buat', 'bangun', 'ikn', 'pakdhe', 'gelontor', 'apbn', 'cari', 'pinjam', 'china', 'timur', 'tengah', 'usah', 'malumalu', 'buat', 'narik', 'investor', 'kasih', 'karpet', 'merah', 'bebas', 'pajak', 'kalau', 'perlu', 'jadi', 'ikn', 'tax', 'haven', 'pokok', 'prioritas', 'utama', 'lengser', 'ikn', 'jadi', 'ikn', 'nusantara', 'legacy', 'pakdhe', 'terus', 'ingat', 'masyarakat']"
25,28,Semua jajaran dari pengusaha sampe kontraktor sampe pejabat dan lainya.pada gendut mungkin karna banyaknya pembangunan.<br>Semoga bermanfaat bagi Nusa bangsa,Negatif,semua jajaran dari pengusaha sampe kontraktor sampe pejabat dan lainya.pada gendut mungkin karna banyaknya pembangunan.<br>semoga bermanfaat bagi nusa bangsa,semua jajaran dari pengusaha sampe kontraktor sampe pejabat dan lainya pada gendut mungkin karna banyaknya pembangunan  semoga bermanfaat bagi nusa bangsa,semua jajaran dari pengusaha sampai kontraktor sampai pejabat dan lainya pada gendut mungkin karena banyaknya pembangunan semoga bermanfaat bagi nusa bangsa,"['semua', 'jajaran', 'dari', 'pengusaha', 'sampai', 'kontraktor', 'sampai', 'pejabat', 'dan', 'lainya', 'pada', 'gendut', 'mungkin', 'karena', 'banyaknya', 'pembangunan', 'semoga', 'bermanfaat', 'bagi', 'nusa', 'bangsa']","['semua', 'jajaran', '', 'pengusaha', '', 'kontraktor', '', 'pejabat', '', 'lainya', '', 'gendut', 'mungkin', '', 'banyaknya', 'pembangunan', 'semoga', 'bermanfaat', '', 'nusa', 'bangsa']","['semua', 'jajar', '', 'usaha', '', 'kontraktor', '', 'jabat', '', 'lai', '', 'gendut', 'mungkin', '', 'banyak', 'bangun', 'moga', 'manfaat', '', 'nusa', 'bangsa']","['semua', 'jajar', 'usaha', 'kontraktor', 'jabat', 'lai', 'gendut', 'mungkin', 'banyak', 'bangun', 'moga', 'manfaat', 'nusa', 'bangsa']"
26,29,Jakarta sudah..sesak dgn manusia..jadi saya setuju ikn..berjalan...dari pada habis anggaran buat jakarta..macet lah banjir lah..mana jkrta mau tenggelam..lah....,Positif,jakarta sudah..sesak dgn manusia..jadi saya setuju ikn..berjalan...dari pada habis anggaran buat jakarta..macet lah banjir lah..mana jkrta mau tenggelam..lah....,jakarta sudah  sesak dgn manusia  jadi saya setuju ikn  berjalan   dari pada habis anggaran buat jakarta  macet lah banjir lah  mana jkrta mau tenggelam  lah,jakarta sudah sesak dengan manusia jadi saya setuju ikn berjalan dari pada habis anggaran buat jakarta macet lah banjir lah mana jakarta mau tenggelam lah,"['jakarta', 'sudah', 'sesak', 'dengan', 'manusia', 'jadi', 'saya', 'setuju', 'ikn', 'berjalan', 'dari', 'pada', 'habis', 'anggaran', 'buat', 'jakarta', 'macet', 'lah', 'banjir', 'lah', 'mana', 'jakarta', 'mau', 'tenggelam', 'lah']","['jakarta', '', 'sesak', '', 'manusia', 'jadi', '', 'setuju', 'ikn', 'berjalan', '', '', 'habis', 'anggaran', 'buat', 'jakarta', 'macet', 'lah', 'banjir', 'lah', 'mana', 'jakarta', 'mau', 'tenggelam', 'lah']","['jakarta', '', 'sesak', '', 'manusia', 'jadi', '', 'tuju', 'ikn', 'jalan', '', '', 'habis', 'anggar', 'buat', 'jakarta', 'macet', 'lah', 'banjir', 'lah', 'mana', 'jakarta', 'mau', 'tenggelam', 'lah']","['jakarta', 'sesak', 'manusia', 'jadi', 'tuju', 'ikn', 'jalan', 'habis', 'anggar', 'buat', 'jakarta', 'macet', 'lah', 'banjir', 'lah', 'mana', 'jakarta', 'mau', 'tenggelam', 'lah']"
27,30,Mantap jiwa👍👍. <br>Semoga pekerjaan berjalan lancar pak bos. <br>👷👷👍🤝🤝,Positif,mantap jiwa👍👍. <br>semoga pekerjaan berjalan lancar pak bos. <br>👷👷👍🤝🤝,mantap jiwa   semoga pekerjaan berjalan lancar pak bos,mantap jiwa semoga pekerjaan berjalan lancar bapak bos,"['mantap', 'jiwa', 'semoga', 'pekerjaan', 'berjalan', 'lancar', 'bapak', 'bos']","['mantap', 'jiwa', 'semoga', 'pekerjaan', 'berjalan', 'lancar', 'bapak', 'bos']","['mantap', 'jiwa', 'moga', 'kerja', 'jalan', 'lancar', 'bapak', 'bos']","['mantap', 'jiwa', 'moga', 'kerja', 'jalan', 'lancar', 'bapak', 'bos']"
28,32,Semoga lancar dan selesai tepat waktunya,Positif,semoga lancar dan selesai tepat waktunya,semoga lancar dan selesai tepat waktunya,semoga lancar dan selesai tepat waktunya,"['semoga', 'lancar', 'dan', 'selesai', 'tepat', 'waktunya']","['semoga', 'lancar', '', 'selesai', 'tepat', 'waktunya']","['moga', 'lancar', '', 'selesai', 'tepat', 'waktu']","['moga', 'lancar', 'selesai', 'tepat', 'waktu']"
29,33,Habis hutannya kalimantan demi IAkN,Negatif,habis hutannya kalimantan demi iakn,habis hutannya kalimantan demi iakn,habis hutannya kalimantan demi ikn,"['habis', 'hutannya', 'kalimantan', 'demi', 'ikn']","['habis', 'hutannya', 'kalimantan', '', 'ikn']","['habis', 'hutan', 'kalimantan', '', 'ikn']","['habis', 'hutan', 'kalimantan', 'ikn']"
30,34,hutan industri itu. bukan hutan alam.,Netral,hutan industri itu. bukan hutan alam.,hutan industri itu  bukan hutan alam,hutan industri itu bukan hutan alam,"['hutan', 'industri', 'itu', 'bukan', 'hutan', 'alam']","['hutan', 'industri', '', 'bukan', 'hutan', 'alam']","['hutan', 'industri', '', 'bukan', 'hutan', 'alam']","['hutan', 'industri', 'bukan', 'hutan', 'alam']"
31,35,Saya orang Jawa barat. Saya Indonesia. Sangat mendukung dibangunnya IKN di Kalimantan.<br>Semoga berjalan dengan lancar.,Positif,saya orang jawa barat. saya indonesia. sangat mendukung dibangunnya ikn di kalimantan.<br>semoga berjalan dengan lancar.,saya orang jawa barat  saya indonesia  sangat mendukung dibangunnya ikn di kalimantan  semoga berjalan dengan lancar,saya orang jawa barat saya indonesia sangat mendukung dibangunnya ikn di kalimantan semoga berjalan dengan lancar,"['saya', 'orang', 'jawa', 'barat', 'saya', 'indonesia', 'sangat', 'mendukung', 'dibangunnya', 'ikn', 'di', 'kalimantan', 'semoga', 'berjalan', 'dengan', 'lancar']","['', 'orang', 'jawa', 'barat', '', 'indonesia', 'sangat', 'mendukung', 'dibangunnya', 'ikn', '', 'kalimantan', 'semoga', 'berjalan', '', 'lancar']","['', 'orang', 'jawa', 'barat', '', 'indonesia', 'sangat', 'dukung', 'bangun', 'ikn', '', 'kalimantan', 'moga', 'jalan', '', 'lancar']","['orang', 'jawa', 'barat', 'indonesia', 'sangat', 'dukung', 'bangun', 'ikn', 'kalimantan', 'moga', 'jalan', 'lancar']"
32,36,Semoga anak cucu saya tidak lagi bilang &quot,Netral,semoga anak cucu saya tidak lagi bilang &quot,semoga anak cucu saya tidak lagi bilang,semoga anak cucu saya tidak lagi bilang,"['semoga', 'anak', 'cucu', 'saya', 'tidak', 'lagi', 'bilang']","['semoga', 'anak', 'cucu', '', '', '', 'bilang']","['moga', 'anak', 'cucu', '', '', '', 'bilang']","['moga', 'anak', 'cucu', 'bilang']"
33,37,"Saya banqqa sama bapak president,semoqa berkah baqi rakyat indonesia💪💪💪🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",Positif,"saya banqqa sama bapak president,semoqa berkah baqi rakyat indonesia💪💪💪🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",saya banqqa sama bapak president semoqa berkah baqi rakyat indonesia,saya bangga sama bapak presiden semoqa berkah baqi rakyat indonesia,"['saya', 'bangga', 'sama', 'bapak', 'presiden', 'semoqa', 'berkah', 'baqi', 'rakyat', 'indonesia']","['', 'bangga', 'sama', 'bapak', 'presiden', 'semoqa', 'berkah', 'baqi', 'rakyat', 'indonesia']","['', 'bangga', 'sama', 'bapak', 'presiden', 'semoqa', 'berkah', 'baqi', 'rakyat', 'indonesia']","['bangga', 'sama', 'bapak', 'presiden', 'semoqa', 'berkah', 'baqi', 'rakyat', 'indonesia']"
34,38,Semoga Seperti tokyo,Positif,semoga seperti tokyo,semoga seperti tokyo,semoga seperti tokyo,"['semoga', 'seperti', 'tokyo']","['semoga', '', 'tokyo']","['moga', '', 'tokyo']","['moga', 'tokyo']"
35,40,Semoga pembangunan IKN diberikan kelancaran dan semua yg terlibat langsung dg pembangunan ini diberikan kesehatan oleh Allah SWT...bangga sbg warga Kaltim semoga Indonesia semangkin Maju,Positif,semoga pembangunan ikn diberikan kelancaran dan semua yg terlibat langsung dg pembangunan ini diberikan kesehatan oleh allah swt...bangga sbg warga kaltim semoga indonesia semangkin maju,semoga pembangunan ikn diberikan kelancaran dan semua yg terlibat langsung dg pembangunan ini diberikan kesehatan oleh allah swt   bangga sbg warga kaltim semoga indonesia semangkin maju,semoga pembangunan ikn diberikan kelancaran dan semua yang terlibat langsung dengan pembangunan ini diberikan kesehatan oleh allah swt bangga sebagai warga kaltim semoga indonesia semangkin maju,"['semoga', 'pembangunan', 'ikn', 'diberikan', 'kelancaran', 'dan', 'semua', 'yang', 'terlibat', 'langsung', 'dengan', 'pembangunan', 'ini', 'diberikan', 'kesehatan', 'oleh', 'allah', 'swt', 'bangga', 'sebagai', 'warga', 'kaltim', 'semoga', 'indonesia', 'semangkin', 'maju']","['semoga', 'pembangunan', 'ikn', 'diberikan', 'kelancaran', '', 'semua', '', 'terlibat', 'langsung', '', 'pembangunan', '', 'diberikan', 'kesehatan', '', 'allah', 'swt', 'bangga', '', 'warga', 'kaltim', 'semoga', 'indonesia', 'semangkin', 'maju']","['moga', 'bangun', 'ikn', 'beri', 'lancar', '', 'semua', '', 'libat', 'langsung', '', 'bangun', '', 'beri', 'sehat', '', 'allah', 'swt', 'bangga', '', 'warga', 'kaltim', 'moga', 'indonesia', 'semangkin', 'maju']","['moga', 'bangun', 'ikn', 'beri', 'lancar', 'semua', 'libat', 'langsung', 'bangun', 'beri', 'sehat', 'allah', 'swt', 'bangga', 'warga', 'kaltim', 'moga', 'indonesia', 'semangkin', 'maju']"
36,41,Kasihan. 2024 presiden berganti. Kekaisaran akan berakhir. RedBull pasti kalah,Negatif,kasihan. 2024 presiden berganti. kekaisaran akan berakhir. redbull pasti kalah,kasihan    presiden berganti  kekaisaran akan berakhir  redbull pasti kalah,kasihan presiden berganti kekaisaran akan berakhir redbull pasti kalah,"['kasihan', 'presiden', 'berganti', 'kekaisaran', 'akan', 'berakhir', 'redbull', 'pasti', 'kalah']","['kasihan', 'presiden', 'berganti', 'kekaisaran', '', 'berakhir', 'redbull', '', 'kalah']","['kasihan', 'presiden', 'ganti', 'kaisar', '', 'akhir', 'redbull', '', 'kalah']","['kasihan', 'presiden', 'ganti', 'kaisar', 'akhir', 'redbull', 'kalah']"
37,42,"Semoga lancar dan tidak jadi kota mati karena kehabisan dana... Agak deg degan juga, krena tahun depan dah keluar dana banyak lgi untuk pemilu",Positif,"semoga lancar dan tidak jadi kota mati karena kehabisan dana... agak deg degan juga, krena tahun depan dah keluar dana banyak lgi untuk pemilu",semoga lancar dan tidak jadi kota mati karena kehabisan dana    agak deg degan juga  krena tahun depan dah keluar dana banyak lgi untuk pemilu,semoga lancar dan tidak jadi kota mati karena kehabisan dana seperti deg degan juga karena tahun depan sudah keluar dana banyak lagi untuk pemilu,"['semoga', 'lancar', 'dan', 'tidak', 'jadi', 'kota', 'mati', 'karena', 'kehabisan', 'dana', 'seperti', 'deg', 'degan', 'juga', 'karena', 'tahun', 'depan', 'sudah', 'keluar', 'dana', 'banyak', 'lagi', 'untuk', 'pemilu']","['semoga', 'lancar', '', '', 'jadi', 'kota', 'mati', '', 'kehabisan', 'dana', '', 'deg', 'degan', '', '', 'tahun', 'depan', '', 'keluar', 'dana', 'banyak', '', '', 'pemilu']","['moga', 'lancar', '', '', 'jadi', 'kota', 'mati', '', 'habis', 'dana', '', 'deg', 'degan', '', '', 'tahun', 'depan', '', 'keluar', 'dana', 'banyak', '', '', 'milu']","['moga', 'lancar', 'jadi', 'kota', 'mati', 'habis', 'dana', 'deg', 'degan', 'tahun', 'depan', 'keluar', 'dana', 'banyak', 'milu']"
38,43,"Tenaga kerja di awal s/d des 2023 membangunan.IKN,sekitar 20.000 tki semoga tidak lebih dr 200.tka yg di kerjakan.",Netral,"tenaga kerja di awal s/d des 2023 membangunan.ikn,sekitar 20.000 tki semoga tidak lebih dr 200.tka yg di kerjakan.",tenaga kerja di awal    des   membangunan ikn sekitar     tki semoga tidak lebih dr   tka yg di kerjakan,tenaga kerja di awal des membangunan ikn sekitar tki semoga tidak lebih dari tka yang di kerjakan,"['tenaga', 'kerja', 'di', 'awal', 'des', 'membangunan', 'ikn', 'sekitar', 'tki', 'semoga', 'tidak', 'lebih', 'dari', 'tka', 'yang', 'di', 'kerjakan']","['tenaga', 'kerja', '', 'awal', 'des', 'membangunan', 'ikn', '', 'tki', 'semoga', '', 'lebih', '', 'tka', '', '', 'kerjakan']","['tenaga', 'kerja', '', 'awal', 'des', 'bangun', 'ikn', '', 'tki', 'moga', '', 'lebih', '', 'tka', '', '', 'kerja']","['tenaga', 'kerja', 'awal', 'des', 'bangun', 'ikn', 'tki', 'moga', 'lebih', 'tka', 'kerja']"
39,44,"Terus kalau ganti presiden tar siapa yg lanjutin,kalau presiden yg baru gak mau",Netral,"terus kalau ganti presiden tar siapa yg lanjutin,kalau presiden yg baru gak mau",terus kalau ganti presiden tar siapa yg lanjutin kalau presiden yg baru gak mau,terus kalau ganti presiden sebentar siapa yang lanjutin kalau presiden yang baru tidak mau,"['terus', 'kalau', 'ganti', 'presiden', 'sebentar', 'siapa', 'yang', 'lanjutin', 'kalau', 'presiden', 'yang', 'baru', 'tidak', 'mau']","['terus', 'kalau', 'ganti', 'presiden', 'sebentar', 'siapa', '', 'lanjutin', 'kalau', 'presiden', '', 'baru', '', 'mau']","['terus', 'kalau', 'ganti', 'presiden', 'sebentar', 'siapa', '', 'lanjutin', 'kalau', 'presiden', '', 'baru', '', 'mau']","['terus', 'kalau', 'ganti', 'presiden', 'sebentar', 'siapa', 'lanjutin', 'kalau', 'presiden', 'baru', 'mau']"
40,45,Masya Allah. Alhamdulillah .<br>Bismillah bismillah bismillah tawakaltu alla lancar,Positif,masya allah. alhamdulillah .<br>bismillah bismillah bismillah tawakaltu alla lancar,masya allah  alhamdulillah   bismillah bismillah bismillah tawakaltu alla lancar,masya allah alhamdulillah bismillah bismillah bismillah tawakaltu alla lancar,"['masya', 'allah', 'alhamdulillah', 'bismillah', 'bismillah', 'bismillah', 'tawakaltu', 'alla', 'lancar']","['masya', 'allah', 'alhamdulillah', 'bismillah', 'bismillah', 'bismillah', 'tawakaltu', 'alla', 'lancar']","['masya', 'allah', 'alhamdulillah', 'bismillah', 'bismillah', 'bismillah', 'tawakaltu', 'alla', 'lancar']","['masya', 'allah', 'alhamdulillah', 'bismillah', 'bismillah', 'bismillah', 'tawakaltu', 'alla', 'lancar']"
41,46,Smoga pembangunan ikn tidak membebani keuangan negara dan bebas dari korupsi.,Positif,smoga pembangunan ikn tidak membebani keuangan negara dan bebas dari korupsi.,smoga pembangunan ikn tidak membebani keuangan negara dan bebas dari korupsi,semoga pembangunan ikn tidak membebani keuangan negara dan bebas dari korupsi,"['semoga', 'pembangunan', 'ikn', 'tidak', 'membebani', 'keuangan', 'negara', 'dan', 'bebas', 'dari', 'korupsi']","['semoga', 'pembangunan', 'ikn', '', 'membebani', 'keuangan', 'negara', '', 'bebas', '', 'korupsi']","['moga', 'bangun', 'ikn', '', 'beban', 'uang', 'negara', '', 'bebas', '', 'korupsi']","['moga', 'bangun', 'ikn', 'beban', 'uang', 'negara', 'bebas', 'korupsi']"
42,47,"Sbg Bangsa Yg besar IKN wajib dan harus di Tuntaskan Pengerjaan nya Oleh Presiden selanjut nya.<br>Tinggal ngikuti Planing yg sdh ada.<br>IKN bkn saja Peradaban baru bagi bangsa Ini, Tp jg akan menjadi ICON baru kedepan nya.<br>Smg Lancar,Aman dan Sehat Para Pemimpin bangsa dan Pekerja IKN nya,Amin.",Positif,"sbg bangsa yg besar ikn wajib dan harus di tuntaskan pengerjaan nya oleh presiden selanjut nya.<br>tinggal ngikuti planing yg sdh ada.<br>ikn bkn saja peradaban baru bagi bangsa ini, tp jg akan menjadi icon baru kedepan nya.<br>smg lancar,aman dan sehat para pemimpin bangsa dan pekerja ikn nya,amin.",sbg bangsa yg besar ikn wajib dan harus di tuntaskan pengerjaan nya oleh presiden selanjut nya  tinggal ngikuti planing yg sdh ada  ikn bkn saja peradaban baru bagi bangsa ini  tp jg akan menjadi icon baru kedepan nya  smg lancar aman dan sehat para pemimpin bangsa dan pekerja ikn nya amin,sebagai bangsa yang besar ikn wajib dan harus di tuntaskan pengerjaan nya oleh presiden selanjut nya tinggal ngikuti planing yang sudah ada ikn bukan saja peradaban baru bagi bangsa ini tapi juga akan menjadi icon baru kedepan nya semoga lancar aman dan sehat para pemimpin bangsa dan pekerja ikn nya aamiin,"['sebagai', 'bangsa', 'yang', 'besar', 'ikn', 'wajib', 'dan', 'harus', 'di', 'tuntaskan', 'pengerjaan', 'nya', 'oleh', 'presiden', 'selanjut', 'nya', 'tinggal', 'ngikuti', 'planing', 'yang', 'sudah', 'ada', 'ikn', 'bukan', 'saja', 'peradaban', 'baru', 'bagi', 'bangsa', 'ini', 'tapi', 'juga', 'akan', 'menjadi', 'icon', 'baru', 'kedepan', 'nya', 'semoga', 'lancar', 'aman', 'dan', 'sehat', 'para', 'pemimpin', 'bangsa', 'dan', 'pekerja', 'ikn', 'nya', 'aamiin']","['', 'bangsa', '', 'besar', 'ikn', 'wajib', '', '', '', 'tuntaskan', 'pengerjaan', 'nya', '', 'presiden', 'selanjut', 'nya', 'tinggal', 'ngikuti', 'planing', '', '', '', 'ikn', 'bukan', '', 'peradaban', 'baru', '', 'bangsa', '', '', '', '', 'menjadi', 'icon', 'baru', 'kedepan', 'nya', 'semoga', 'lancar', 'aman', '', 'sehat', '', 'pemimpin', 'bangsa', '', 'pekerja', 'ikn', 'nya', 'aamiin']","['', 'bangsa', '', 'besar', 'ikn', 'wajib', '', '', '', 'tuntas', 'kerja', 'nya', '', 'presiden', 'lanjut', 'nya', 'tinggal', 'ngikuti', 'planing', '', '', '', 'ikn', 'bukan', '', 'adab', 'baru', '', 'bangsa', '', '', '', '', 'jadi', 'icon', 'baru', 'depan', 'nya', 'moga', 'lancar', 'aman', '', 'sehat', '', 'pimpin', 'bangsa', '', 'kerja', 'ikn', 'nya', 'aamiin']","['bangsa', 'besar', 'ikn', 'wajib', 'tuntas', 'kerja', 'nya', 'presiden', 'lanjut', 'nya', 'tinggal', 'ngikuti', 'planing', 'ikn', 'bukan', 'adab', 'baru', 'bangsa', 'jadi', 'icon', 'baru', 'depan', 'nya', 'moga', 'lancar', 'aman', 'sehat', 'pimpin', 'bangsa', 'kerja', 'ikn', 'nya', 'aamiin']"
