Text,Label
bapak menteri sedia lahan khusus buat dagang kaki lima bangun kios sembako soal mau kesna dagang sembako tolongya bapak menteri plis iya kalau beri tahu kalau orang pertama,Netral
bapak jokowi ibu kota kasih monas lebih baik iya,Positif
jokowi puan maharani,Netral
ikn kuat kebhinekaan,Positif
covid ladang korupsi haha,Negatif
tahun ekspor kaltim buat satu blok ikn jadi kaltim provinsi ekspor besar dua indonesia infrastruktur lumayan lengkap maju selalu ikn provinsi kaltim,Positif
jangan si minoritas teroris datang undang kuasa indonesia cukup jakarta rasa kogubluk an anies baswedan jangan indonesia,Negatif
masyaallah moga allah lancar sehat kerja ikn jadi tuju adil sosial seluruh rakyat indonesia terimakasih bapak jokowi seluruh perintah,Positif
yakin istana selesai kalau fasilitas upacara agustus sangat usaha,Positif
hutan makin gundul,Negatif
sepakat mungkin bangun tahap tahun pertama tahun lanjut terlalu beban anggar negara mungkin kasih anggar anggar apbn per tahun nya,Positif
carter pupuk selesai jalan mana dl kalau jalan desa tnya sama kades oligarki oligarki negara mana bangun oligarki,Negatif
fungsi ibu kota baru sangat sesuai ibu kota sekarang jakarta kabar tngelam air air sungai mulai naik tinggi,Positif
corona dahulu jalan paradigma,Netral
tugas besar ahli,Netral
akan mangkrak,Negatif
buang buang duit negara buat nafsu politikmudah mudah an laksana aamiin,Negatif
jangan lupa bangun irigasi bawah tanah,Positif
duit hasil hutang hutang negara makin bengkak kasihan rakyat kecil,Negatif
kadrun ketar tir proyek ikn sukses kadrun makin susah demo biaya demo ikn mahal,Positif
kok curiga iya sistem drainase komplex anti banjir lihat masalah atur jalur air limbah buang sampah rumah tangga domestik kemudian air bersih jadi air kotor recycling terlalu jadi prioritas,Negatif
wkwk kalau bagaimana dong,Negatif
tuju bangga moga lancar bangun nya walaupun dana nya mungkin negara hutang moga hutang nya segera lunas aamiin,Positif
moga lancar bangun ikn buat semua libat ikn moga sehat beri slamatan kerja aamiin,Positif
bener sangat bapak memang daerah sana tepat paku semoi daerah sebut memang berbukitbukit tambah banyak hutan asri hijau sana,Positif
moga ikn cepat selesai aamiin,Positif
megawati jual indosat bapak sby tinggal proyek hambalang jangan proyek ikn gagal rasa berat tiap bulan gaji potong ibukota baru,Negatif
hutan digundulin dong,Negatif
moga jalan ibu kota pakai lajur tata letak kota tata rapi,Positif
ikn bukan tempat ibu kota baru adab baru indonesia depan,Positif
sekitar ikn siap lah kebon buah an logistic pangan rumah solarcell turbin angin seflpiwet minim polusi mungkin sepeda listrik mobil listrik bus kota listrik,Positif
kok mesjid gereja tempat ibadah bangun bapak kerja kan semua agama nya islam agama anut kerja bapak,Negatif
ken kerja proyek sana,Netral
dumay bawa nama allah pikir kotor allahu yahdik,Netral
mantap selamat juang,Positif
moga orang korupsi ikn lansung ketangkep biar efek jera lanjut siapa peduli indonesia ikut awas uang semua,Positif
moga lancar sesuai rencana ubah niscaya mau terima ubah arti diri zona aman steady safe tiap hati senang lihat senang,Positif
ikn rakyat derita,Negatif
akhir china comunis hasil buat ibu kota negara indonesia kalimantan lewat keturunanya kuasa,Negatif
paru paru dunia,Negatif
kau tau mana hutang mana investasi mana join bisnis to bisnis kadrun otak memang cekok paham hutang tahu kau tau kadrun negara masalah hutang bangun bendung ribu jalan umum,Netral
wkwk,Netral
good bye jakarta penuh ormasormas fpi premanpreman jalan,Netral
moga bangun ikn jalan lancar finish aamiin,Positif
iya tuhan lancar lah progres kerja ikn nusantara apa kendala nya engkau patah aamiin,Positif
mudah bukan anies baswedan ganti nya bapak jokowi,Netral
jalan jangan lengkung lengkung,Negatif
lumayan jadi ibukota mungil dunia,Netral
bumn sekali,Netral
kalau malas makan kotak amal hibbah uang nkri lebih bayar masuk ikn ternak teroris culik anak sekolah nasional bunuh terus jangan ragu,Negatif
trimakasih bapak de siap istana buat presiden an,Positif
mantan mafia mafia jajah bumn luar negeri maupun negeri makin sakit hati ada bangun ikn kaltim mafia mafia ber otak srakah moga tambah tres miskin akhlak moral jakarta bubrah borneo makmur,Negatif
saran sih harus jalan tol nya pakai jalur kanan kiri kasih space taman tara jalur seger deh kek semangat kerja,Positif
lihat landscape nya tanah bukit bukit mirip gunung kecil fix persen mangkrak berani taruh haha,Negatif
kalau isi iya buat apa ditinggalin malah rusak semua,Negatif
moga kontraktor bayar sebentar ubah perintah ubah atur ikn anggap beban perintah nahan anggar ikn perlu amsyong si kontraktor,Negatif
inti bumi hancur moga jadi bencana alam ketua adat tempat apa tuai karma laku anak cucu masa depan,Negatif
sia,Negatif
ayo cepat selesai yakin geliat politik ekonomi makin maju jauh gera demo demo,Positif
proses bangun bangun sistem modular sangat praktis cepat bangun,Positif
ujung nya mangkrak kalau jabat,Negatif
masak sih benar bohong korban deal an,Negatif
